snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2025-12-30,PROD_00010,STORE_007,157,20,3
2025-12-30,PROD_00010,STORE_008,232,21,3
2025-12-30,PROD_00010,STORE_009,41,61,3
2025-12-30,PROD_00010,STORE_010,457,79,8
2025-12-30,PROD_00010,STORE_011,286,39,6
2025-12-30,PROD_00010,STORE_012,69,60,5
2025-12-30,PROD_00010,STORE_013,148,52,5
2025-12-30,PROD_00010,STORE_014,219,57,12
2025-12-30,PROD_00010,STORE_015,193,46,13
2025-12-30,PROD_00010,STORE_016,72,47,6
2025-12-30,PROD_00010,STORE_017,57,35,5
2025-12-30,PROD_00010,STORE_018,370,50,7
2025-12-30,PROD_00234,STORE_001,270,48,6
2025-12-30,PROD_00234,STORE_002,406,63,10
2025-12-30,PROD_00234,STORE_003,92,75,10
2025-12-30,PROD_00234,STORE_004,214,64,1
2025-12-30,PROD_00234,STORE_005,193,36,7
2025-12-30,PROD_00234,STORE_006,113,33,10
2025-12-30,PROD_00234,STORE_007,150,23,1
2025-12-30,PROD_00234,STORE_008,239,57,1
2025-12-30,PROD_00234,STORE_009,87,75,9
2025-12-30,PROD_00234,STORE_010,251,73,1
2025-12-30,PROD_00234,STORE_011,195,34,13
2025-12-30,PROD_00234,STORE_012,339,42,6
2025-12-30,PROD_00234,STORE_013,125,26,5
2025-12-30,PROD_00234,STORE_014,352,50,3
2025-12-30,PROD_00234,STORE_015,138,53,7
2025-12-30,PROD_00234,STORE_016,300,79,12
2025-12-30,PROD_00234,STORE_017,462,24,5
2025-12-30,PROD_00234,STORE_018,292,44,1
2025-12-30,PROD_00227,STORE_001,134,66,5
2025-12-30,PROD_00227,STORE_002,360,56,5
2025-12-30,PROD_00227,STORE_003,38,56,3
2025-12-30,PROD_00227,STORE_004,338,30,10
2025-12-30,PROD_00227,STORE_005,89,30,2
2025-12-30,PROD_00227,STORE_006,283,41,6
2025-12-30,PROD_00227,STORE_007,228,46,3
2025-12-30,PROD_00227,STORE_008,344,78,2
2025-12-30,PROD_00227,STORE_009,157,32,8
2025-12-30,PROD_00227,STORE_010,404,47,8
2025-12-30,PROD_00227,STORE_011,46,38,9
2025-12-30,PROD_00227,STORE_012,477,68,1
2025-12-30,PROD_00227,STORE_013,392,60,11
2025-12-30,PROD_00227,STORE_014,278,27,11
2025-12-30,PROD_00227,STORE_015,255,62,10
2025-12-30,PROD_00227,STORE_016,103,20,1
2025-12-30,PROD_00227,STORE_017,321,74,12
2025-12-30,PROD_00227,STORE_018,231,43,14
2025-12-30,PROD_00197,STORE_001,311,77,9
2025-12-30,PROD_00197,STORE_002,68,21,8
2025-12-30,PROD_00197,STORE_003,462,35,14
2025-12-30,PROD_00197,STORE_004,95,35,1
2025-12-30,PROD_00197,STORE_005,340,76,7
2025-12-30,PROD_00197,STORE_006,80,50,5
2025-12-30,PROD_00197,STORE_007,520,23,3
2025-12-30,PROD_00197,STORE_008,429,26,14
2025-12-30,PROD_00197,STORE_009,169,73,3
2025-12-30,PROD_00197,STORE_010,431,32,10
2025-12-30,PROD_00197,STORE_011,98,42,5
2025-12-30,PROD_00197,STORE_012,272,58,3
2025-12-30,PROD_00197,STORE_013,247,51,14
2025-12-30,PROD_00197,STORE_014,201,78,9
2025-12-30,PROD_00197,STORE_015,515,46,5
2025-12-30,PROD_00197,STORE_016,110,20,1
2025-12-30,PROD_00197,STORE_017,183,41,13
2025-12-30,PROD_00197,STORE_018,106,20,1
2025-12-30,PROD_00110,STORE_001,359,36,12
2025-12-30,PROD_00110,STORE_002,237,67,13
2025-12-30,PROD_00110,STORE_003,262,20,4
2025-12-30,PROD_00110,STORE_004,234,75,13
2025-12-30,PROD_00110,STORE_005,120,60,9
2025-12-30,PROD_00110,STORE_006,81,24,6
2025-12-30,PROD_00110,STORE_007,108,69,9
2025-12-30,PROD_00110,STORE_008,256,34,10
2025-12-30,PROD_00110,STORE_009,173,29,12
2025-12-30,PROD_00110,STORE_010,250,40,12
2025-12-30,PROD_00110,STORE_011,433,41,4
2025-12-30,PROD_00110,STORE_012,238,42,1
2025-12-30,PROD_00110,STORE_013,490,42,7
2025-12-30,PROD_00110,STORE_014,224,33,7
2025-12-30,PROD_00110,STORE_015,465,64,12
2025-12-30,PROD_00110,STORE_016,141,60,7
2025-12-30,PROD_00110,STORE_017,234,37,14
2025-12-30,PROD_00110,STORE_018,325,78,14
2025-12-30,PROD_00006,STORE_001,430,65,14
2025-12-30,PROD_00006,STORE_002,132,69,2
2025-12-30,PROD_00006,STORE_003,323,25,9
2025-12-30,PROD_00006,STORE_004,134,37,7
2025-12-30,PROD_00006,STORE_005,514,31,7
2025-12-30,PROD_00006,STORE_006,146,77,14
2025-12-30,PROD_00006,STORE_007,451,28,4
2025-12-30,PROD_00006,STORE_008,114,32,13
2025-12-30,PROD_00006,STORE_009,197,78,9
2025-12-30,PROD_00006,STORE_010,233,62,6
2025-12-30,PROD_00006,STORE_011,87,66,10
2025-12-30,PROD_00006,STORE_012,57,52,13
2025-12-30,PROD_00006,STORE_013,204,76,1
2025-12-30,PROD_00006,STORE_014,411,46,14
2025-12-30,PROD_00006,STORE_015,114,23,8
2025-12-30,PROD_00006,STORE_016,248,47,5
2025-12-30,PROD_00006,STORE_017,352,28,11
2025-12-30,PROD_00006,STORE_018,182,65,8
2025-12-30,PROD_00176,STORE_001,222,55,6
2025-12-30,PROD_00176,STORE_002,437,42,1
2025-12-30,PROD_00176,STORE_003,438,59,10
2025-12-30,PROD_00176,STORE_004,39,20,12
2025-12-30,PROD_00176,STORE_005,75,28,1
2025-12-30,PROD_00176,STORE_006,205,74,4
2025-12-30,PROD_00176,STORE_007,446,70,6
2025-12-30,PROD_00176,STORE_008,357,24,2
2025-12-30,PROD_00176,STORE_009,490,68,10
2025-12-30,PROD_00176,STORE_010,198,62,10
2025-12-30,PROD_00176,STORE_011,134,58,3
2025-12-30,PROD_00176,STORE_012,95,76,6
2025-12-30,PROD_00176,STORE_013,38,69,8
2025-12-30,PROD_00176,STORE_014,173,80,6
2025-12-30,PROD_00176,STORE_015,283,59,3
2025-12-30,PROD_00176,STORE_016,76,76,14
2025-12-30,PROD_00176,STORE_017,92,38,11
2025-12-30,PROD_00176,STORE_018,466,66,14
2025-12-30,PROD_00238,STORE_001,188,78,8
2025-12-30,PROD_00238,STORE_002,263,57,11
2025-12-30,PROD_00238,STORE_003,239,45,6
2025-12-30,PROD_00238,STORE_004,73,68,5
2025-12-30,PROD_00238,STORE_005,110,45,6
2025-12-30,PROD_00238,STORE_006,515,22,14
2025-12-30,PROD_00238,STORE_007,406,49,10
2025-12-30,PROD_00238,STORE_008,-10,32,14
2025-12-30,PROD_00238,STORE_009,254,51,7
2025-12-30,PROD_00238,STORE_010,257,65,9
2025-12-30,PROD_00238,STORE_011,403,20,2
2025-12-30,PROD_00238,STORE_012,463,73,9
2025-12-30,PROD_00238,STORE_013,127,43,1
2025-12-30,PROD_00238,STORE_014,263,27,14
2025-12-30,PROD_00238,STORE_015,247,31,13
2025-12-30,PROD_00238,STORE_016,428,26,2
2025-12-30,PROD_00238,STORE_017,477,79,7
2025-12-30,PROD_00238,STORE_018,158,70,13
2025-12-30,PROD_00058,STORE_001,395,33,14
2025-12-30,PROD_00058,STORE_002,53,69,1
2025-12-30,PROD_00058,STORE_003,28,45,2
2025-12-30,PROD_00058,STORE_004,107,66,4
2025-12-30,PROD_00058,STORE_005,54,76,13
2025-12-30,PROD_00058,STORE_006,184,44,3
2025-12-30,PROD_00058,STORE_007,107,57,1
2025-12-30,PROD_00058,STORE_008,446,47,9
2025-12-30,PROD_00058,STORE_009,405,49,2
2025-12-30,PROD_00058,STORE_010,88,37,10
2025-12-30,PROD_00058,STORE_011,34,49,4
2025-12-30,PROD_00058,STORE_012,411,26,3
2025-12-30,PROD_00058,STORE_013,449,80,3
2025-12-30,PROD_00058,STORE_014,374,37,13
2025-12-30,PROD_00058,STORE_015,9999,34,13
2025-12-30,PROD_00058,STORE_016,408,78,5
2025-12-30,PROD_00058,STORE_017,13,59,7
2025-12-30,PROD_00058,STORE_018,350,30,6
2025-12-30,PROD_00219,STORE_001,237,35,10
2025-12-30,PROD_00219,STORE_002,468,66,5
2025-12-30,PROD_00219,STORE_003,499,33,10
2025-12-30,PROD_00219,STORE_004,126,38,9
2025-12-30,PROD_00219,STORE_005,403,75,11
2025-12-30,PROD_00219,STORE_006,124,53,6
2025-12-30,PROD_00219,STORE_007,364,55,9
2025-12-30,PROD_00219,STORE_008,501,41,6
2025-12-30,PROD_00219,STORE_009,136,32,14
2025-12-30,PROD_00219,STORE_010,134,70,8
2025-12-30,PROD_00219,STORE_011,167,78,7
2025-12-30,PROD_00219,STORE_012,305,20,14
2025-12-30,PROD_00219,STORE_013,45,79,10
2025-12-30,PROD_00219,STORE_014,124,50,13
2025-12-30,PROD_00219,STORE_015,347,30,11
2025-12-30,PROD_00219,STORE_016,482,43,5
2025-12-30,PROD_00219,STORE_017,134,26,9
2025-12-30,PROD_00219,STORE_018,164,73,8
2025-12-30,PROD_00046,STORE_001,84,61,14
2025-12-30,PROD_00046,STORE_002,293,74,9
2025-12-30,PROD_00046,STORE_003,39,63,9
2025-12-30,PROD_00046,STORE_004,257,44,12
2025-12-30,PROD_00046,STORE_005,189,21,9
2025-12-30,PROD_00046,STORE_006,218,65,5
2025-12-30,PROD_00046,STORE_007,331,47,10
2025-12-30,PROD_00046,STORE_008,247,42,8
2025-12-30,PROD_00046,STORE_009,301,22,10
2025-12-30,PROD_00046,STORE_010,52,27,1
2025-12-30,PROD_00046,STORE_011,497,76,14
2025-12-30,PROD_00046,STORE_012,325,61,7
2025-12-30,PROD_00046,STORE_013,158,52,10
2025-12-30,PROD_00046,STORE_014,315,35,11
2025-12-30,PROD_00046,STORE_015,71,43,3
2025-12-30,PROD_00046,STORE_016,454,73,1
2025-12-30,PROD_00046,STORE_017,155,56,12
2025-12-30,PROD_00046,STORE_018,406,22,9
2025-12-30,PROD_00183,STORE_001,449,26,3
2025-12-30,PROD_00183,STORE_002,326,54,12
2025-12-30,PROD_00183,STORE_003,269,73,8
2025-12-30,PROD_00183,STORE_004,171,52,2
2025-12-30,PROD_00183,STORE_005,131,66,3
2025-12-30,PROD_00183,STORE_006,233,29,1
2025-12-30,PROD_00183,STORE_007,397,52,9
2025-12-30,PROD_00183,STORE_008,149,67,13
2025-12-30,PROD_00183,STORE_009,160,26,4
2025-12-30,PROD_00183,STORE_010,303,33,11
2025-12-30,PROD_00183,STORE_011,500,75,1
2025-12-30,PROD_00183,STORE_012,392,76,8
2025-12-30,PROD_00183,STORE_013,140,62,2
2025-12-30,PROD_00183,STORE_014,319,27,13
2025-12-30,PROD_00183,STORE_015,-1,58,1
2025-12-30,PROD_00183,STORE_016,205,36,5
2025-12-30,PROD_00183,STORE_017,303,22,6
2025-12-30,PROD_00183,STORE_018,71,79,4
2025-12-30,PROD_00222,STORE_001,278,31,9
2025-12-30,PROD_00222,STORE_002,353,56,2
2025-12-30,PROD_00222,STORE_003,253,58,6
2025-12-30,PROD_00222,STORE_004,479,43,14
2025-12-30,PROD_00222,STORE_005,269,57,7
2025-12-30,PROD_00222,STORE_006,9999,58,3
2025-12-30,PROD_00222,STORE_007,453,60,2
2025-12-30,PROD_00222,STORE_008,135,78,11
2025-12-30,PROD_00222,STORE_009,329,61,4
2025-12-30,PROD_00222,STORE_010,400,77,6
2025-12-30,PROD_00222,STORE_011,99999,71,8
2025-12-30,PROD_00222,STORE_012,464,21,8
2025-12-30,PROD_00222,STORE_013,280,41,6
2025-12-30,PROD_00222,STORE_014,430,77,7
2025-12-30,PROD_00222,STORE_015,463,49,4
2025-12-30,PROD_00222,STORE_016,142,76,13
2025-12-30,PROD_00222,STORE_017,367,56,12
2025-12-30,PROD_00222,STORE_018,479,38,12
2025-12-30,PROD_00290,STORE_001,380,33,9
2025-12-30,PROD_00290,STORE_002,389,24,14
2025-12-30,PROD_00290,STORE_003,79,68,3
2025-12-30,PROD_00290,STORE_004,452,61,4
2025-12-30,PROD_00290,STORE_005,473,40,9
2025-12-30,PROD_00290,STORE_006,374,67,11
2025-12-30,PROD_00290,STORE_007,192,76,5
2025-12-30,PROD_00290,STORE_008,210,30,5
2025-12-30,PROD_00290,STORE_009,364,39,8
2025-12-30,PROD_00290,STORE_010,147,61,8
2025-12-30,PROD_00290,STORE_011,381,63,3
2025-12-30,PROD_00290,STORE_012,381,58,4
2025-12-30,PROD_00290,STORE_013,262,75,8
2025-12-30,PROD_00290,STORE_014,297,29,11
2025-12-30,PROD_00290,STORE_015,257,70,7
2025-12-30,PROD_00290,STORE_016,173,56,13
2025-12-30,PROD_00290,STORE_017,405,65,8
2025-12-30,PROD_00290,STORE_018,346,75,5
2025-12-30,PROD_00212,STORE_001,204,24,10
2025-12-30,PROD_00212,STORE_002,448,22,1
2025-12-30,PROD_00212,STORE_003,-100,39,14
2025-12-30,PROD_00212,STORE_004,79,47,8
2025-12-30,PROD_00212,STORE_005,213,62,6
2025-12-30,PROD_00212,STORE_006,247,33,2
2025-12-30,PROD_00212,STORE_007,352,60,3
2025-12-30,PROD_00212,STORE_008,126,40,3
2025-12-30,PROD_00212,STORE_009,58,52,3
2025-12-30,PROD_00212,STORE_010,53,76,3
2025-12-30,PROD_00212,STORE_011,323,22,11
2025-12-30,PROD_00212,STORE_012,-10,63,9
2025-12-30,PROD_00212,STORE_013,396,60,14
2025-12-30,PROD_00212,STORE_014,263,79,1
2025-12-30,PROD_00212,STORE_015,82,49,8
2025-12-30,PROD_00212,STORE_016,343,41,13
2025-12-30,PROD_00212,STORE_017,301,22,4
2025-12-30,PROD_00212,STORE_018,137,49,13
2025-12-30,PROD_00149,STORE_001,238,60,13
2025-12-30,PROD_00149,STORE_002,504,75,6
2025-12-30,PROD_00149,STORE_003,119,35,6
2025-12-30,PROD_00149,STORE_004,428,36,9
2025-12-30,PROD_00149,STORE_005,309,65,10
2025-12-30,PROD_00149,STORE_006,511,72,6
2025-12-30,PROD_00149,STORE_007,490,80,1
2025-12-30,PROD_00149,STORE_008,405,63,3
2025-12-30,PROD_00149,STORE_009,326,68,2
2025-12-30,PROD_00149,STORE_010,336,65,12
2025-12-30,PROD_00149,STORE_011,319,20,2
2025-12-30,PROD_00149,STORE_012,287,22,7
2025-12-30,PROD_00149,STORE_013,288,80,2
2025-12-30,PROD_00149,STORE_014,278,38,10
2025-12-30,PROD_00149,STORE_015,46,67,4
2025-12-30,PROD_00149,STORE_016,104,64,4
2025-12-30,PROD_00149,STORE_017,363,31,3
2025-12-30,PROD_00149,STORE_018,165,51,1
2025-12-30,PROD_00166,STORE_001,37,25,10
2025-12-30,PROD_00166,STORE_002,477,56,10
2025-12-30,PROD_00166,STORE_003,434,70,8
2025-12-30,PROD_00166,STORE_004,486,31,12
2025-12-30,PROD_00166,STORE_005,478,75,5
2025-12-30,PROD_00166,STORE_006,92,22,11
2025-12-30,PROD_00166,STORE_007,361,60,14
2025-12-30,PROD_00166,STORE_008,391,29,4
2025-12-30,PROD_00166,STORE_009,205,62,1
2025-12-30,PROD_00166,STORE_010,341,28,12
2025-12-30,PROD_00166,STORE_011,380,62,3
2025-12-30,PROD_00166,STORE_012,65,79,11
2025-12-30,PROD_00166,STORE_013,430,33,10
2025-12-30,PROD_00166,STORE_014,473,27,1
2025-12-30,PROD_00166,STORE_015,138,68,13
2025-12-30,PROD_00166,STORE_016,307,65,12
2025-12-30,PROD_00166,STORE_017,468,67,13
2025-12-30,PROD_00166,STORE_018,428,55,5
2025-12-30,PROD_00079,STORE_001,298,20,2
2025-12-30,PROD_00079,STORE_002,91,46,6
2025-12-30,PROD_00079,STORE_003,49,47,6
2025-12-30,PROD_00079,STORE_004,-5,26,13
2025-12-30,PROD_00079,STORE_005,152,47,6
2025-12-30,PROD_00079,STORE_006,481,50,2
2025-12-30,PROD_00079,STORE_007,82,62,1
2025-12-30,PROD_00079,STORE_008,268,51,5
2025-12-30,PROD_00079,STORE_009,112,61,9
2025-12-30,PROD_00079,STORE_010,155,39,6
2025-12-30,PROD_00079,STORE_011,62,39,1
2025-12-30,PROD_00079,STORE_012,374,78,1
2025-12-30,PROD_00079,STORE_013,137,73,9
2025-12-30,PROD_00079,STORE_014,37,62,13
2025-12-30,PROD_00079,STORE_015,487,39,13
2025-12-30,PROD_00079,STORE_016,294,38,11
2025-12-30,PROD_00079,STORE_017,270,62,13
2025-12-30,PROD_00079,STORE_018,127,80,7
2025-12-30,PROD_00114,STORE_001,509,59,8
2025-12-30,PROD_00114,STORE_002,230,27,14
2025-12-30,PROD_00114,STORE_003,493,44,3
2025-12-30,PROD_00114,STORE_004,225,35,10
2025-12-30,PROD_00114,STORE_005,344,75,11
2025-12-30,PROD_00114,STORE_006,140,43,3
2025-12-30,PROD_00114,STORE_007,218,34,13
2025-12-30,PROD_00114,STORE_008,328,67,2
2025-12-30,PROD_00114,STORE_009,311,62,10
2025-12-30,PROD_00114,STORE_010,47,29,11
2025-12-30,PROD_00114,STORE_011,158,24,10
2025-12-30,PROD_00114,STORE_012,383,25,9
2025-12-30,PROD_00114,STORE_013,73,73,14
2025-12-30,PROD_00114,STORE_014,321,61,1
2025-12-30,PROD_00114,STORE_015,461,71,8
2025-12-30,PROD_00114,STORE_016,120,77,14
2025-12-30,PROD_00114,STORE_017,232,52,5
2025-12-30,PROD_00114,STORE_018,336,21,4
2025-12-30,PROD_00250,STORE_001,300,35,11
2025-12-30,PROD_00250,STORE_002,357,53,8
2025-12-30,PROD_00250,STORE_003,417,33,7
2025-12-30,PROD_00250,STORE_004,351,27,11
2025-12-30,PROD_00250,STORE_005,245,65,14
2025-12-30,PROD_00250,STORE_006,432,37,11
2025-12-30,PROD_00250,STORE_007,510,24,2
2025-12-30,PROD_00250,STORE_008,324,71,7
2025-12-30,PROD_00250,STORE_009,-100,56,6
2025-12-30,PROD_00250,STORE_010,271,25,7
2025-12-30,PROD_00250,STORE_011,427,43,12
2025-12-30,PROD_00250,STORE_012,438,75,1
2025-12-30,PROD_00250,STORE_013,134,28,14
2025-12-30,PROD_00250,STORE_014,249,57,10
2025-12-30,PROD_00250,STORE_015,328,29,6
2025-12-30,PROD_00250,STORE_016,458,25,11
2025-12-30,PROD_00250,STORE_017,170,54,7
2025-12-30,PROD_00250,STORE_018,224,22,12
2025-12-30,PROD_00251,STORE_001,464,50,9
2025-12-30,PROD_00251,STORE_002,198,54,13
2025-12-30,PROD_00251,STORE_003,153,30,3
2025-12-30,PROD_00251,STORE_004,172,44,12
2025-12-30,PROD_00251,STORE_005,306,49,9
2025-12-30,PROD_00251,STORE_006,329,78,11
2025-12-30,PROD_00251,STORE_007,512,53,14
2025-12-30,PROD_00251,STORE_008,319,24,6
2025-12-30,PROD_00251,STORE_009,79,22,7
2025-12-30,PROD_00251,STORE_010,378,23,11
2025-12-30,PROD_00251,STORE_011,9,55,13
2025-12-30,PROD_00251,STORE_012,31,34,10
2025-12-30,PROD_00251,STORE_013,306,51,10
2025-12-30,PROD_00251,STORE_014,155,23,7
2025-12-30,PROD_00251,STORE_015,196,80,1
2025-12-30,PROD_00251,STORE_016,238,54,11
2025-12-30,PROD_00251,STORE_017,352,45,3
2025-12-30,PROD_00251,STORE_018,446,57,7
2025-12-30,PROD_00105,STORE_001,477,45,5
2025-12-30,PROD_00105,STORE_002,456,66,1
2025-12-30,PROD_00105,STORE_003,350,20,5
2025-12-30,PROD_00105,STORE_004,124,76,14
2025-12-30,PROD_00105,STORE_005,370,45,3
2025-12-30,PROD_00105,STORE_006,194,69,6
2025-12-30,PROD_00105,STORE_007,457,44,8
2025-12-30,PROD_00105,STORE_008,107,70,11
2025-12-30,PROD_00105,STORE_009,258,49,11
2025-12-30,PROD_00105,STORE_010,291,68,12
2025-12-30,PROD_00105,STORE_011,215,73,13
2025-12-30,PROD_00105,STORE_012,394,27,5
2025-12-30,PROD_00105,STORE_013,263,32,3
2025-12-30,PROD_00105,STORE_014,323,51,13
2025-12-30,PROD_00105,STORE_015,198,22,9
2025-12-30,PROD_00105,STORE_016,353,62,2
2025-12-30,PROD_00105,STORE_017,248,38,14
2025-12-30,PROD_00105,STORE_018,242,56,6
2025-12-30,PROD_00043,STORE_001,241,45,4
2025-12-30,PROD_00043,STORE_002,55,22,2
2025-12-30,PROD_00043,STORE_003,47,31,11
2025-12-30,PROD_00043,STORE_004,183,69,1
2025-12-30,PROD_00043,STORE_005,365,29,12
2025-12-30,PROD_00043,STORE_006,139,44,14
2025-12-30,PROD_00043,STORE_007,99999,26,1
2025-12-30,PROD_00043,STORE_008,303,69,10
2025-12-30,PROD_00043,STORE_009,475,23,8
2025-12-30,PROD_00043,STORE_010,317,42,8
2025-12-30,PROD_00043,STORE_011,147,53,11
2025-12-30,PROD_00043,STORE_012,497,43,11
2025-12-30,PROD_00043,STORE_013,171,68,12
2025-12-30,PROD_00043,STORE_014,218,48,2
2025-12-30,PROD_00043,STORE_015,255,34,13
2025-12-30,PROD_00043,STORE_016,136,75,8
2025-12-30,PROD_00043,STORE_017,189,69,7
2025-12-30,PROD_00043,STORE_018,45,39,12
2025-12-30,PROD_00282,STORE_001,302,33,13
2025-12-30,PROD_00282,STORE_002,336,25,4
2025-12-30,PROD_00282,STORE_003,444,25,4
2025-12-30,PROD_00282,STORE_004,-1,20,11
2025-12-30,PROD_00282,STORE_005,401,80,1
2025-12-30,PROD_00282,STORE_006,201,66,2
2025-12-30,PROD_00282,STORE_007,347,76,12
2025-12-30,PROD_00282,STORE_008,153,49,3
2025-12-30,PROD_00282,STORE_009,356,70,4
2025-12-30,PROD_00282,STORE_010,444,47,12
2025-12-30,PROD_00282,STORE_011,376,53,8
2025-12-30,PROD_00282,STORE_012,398,65,11
2025-12-30,PROD_00282,STORE_013,-50,58,4
2025-12-30,PROD_00282,STORE_014,357,21,9
2025-12-30,PROD_00282,STORE_015,471,51,7
2025-12-30,PROD_00282,STORE_016,216,59,9
2025-12-30,PROD_00282,STORE_017,266,55,5
2025-12-30,PROD_00282,STORE_018,316,65,4
2025-12-30,PROD_00296,STORE_001,203,46,7
2025-12-30,PROD_00296,STORE_002,160,33,14
2025-12-30,PROD_00296,STORE_003,216,41,7
2025-12-30,PROD_00296,STORE_004,433,53,5
2025-12-30,PROD_00296,STORE_005,55,49,6
2025-12-30,PROD_00296,STORE_006,318,50,11
2025-12-30,PROD_00296,STORE_007,293,51,14
2025-12-30,PROD_00296,STORE_008,262,79,3
2025-12-30,PROD_00296,STORE_009,287,50,5
2025-12-30,PROD_00296,STORE_010,119,30,9
2025-12-30,PROD_00296,STORE_011,401,21,7
2025-12-30,PROD_00296,STORE_012,290,78,13
2025-12-30,PROD_00296,STORE_013,250,43,1
2025-12-30,PROD_00296,STORE_014,137,71,14
2025-12-30,PROD_00296,STORE_015,106,56,1
2025-12-30,PROD_00296,STORE_016,9999,29,11
2025-12-30,PROD_00296,STORE_017,197,29,12
2025-12-30,PROD_00296,STORE_018,128,69,11
2025-12-30,PROD_00158,STORE_001,10000,36,6
2025-12-30,PROD_00158,STORE_002,465,68,12
2025-12-30,PROD_00158,STORE_003,417,55,4
2025-12-30,PROD_00158,STORE_004,255,37,6
2025-12-30,PROD_00158,STORE_005,236,55,12
2025-12-30,PROD_00158,STORE_006,488,40,6
2025-12-30,PROD_00158,STORE_007,289,73,8
2025-12-30,PROD_00158,STORE_008,516,50,13
2025-12-30,PROD_00158,STORE_009,437,24,11
2025-12-30,PROD_00158,STORE_010,492,59,13
2025-12-30,PROD_00158,STORE_011,157,64,9
2025-12-30,PROD_00158,STORE_012,262,79,8
2025-12-30,PROD_00158,STORE_013,241,35,4
2025-12-30,PROD_00158,STORE_014,410,36,6
2025-12-30,PROD_00158,STORE_015,244,38,4
2025-12-30,PROD_00158,STORE_016,77,63,8
2025-12-30,PROD_00158,STORE_017,91,41,4
2025-12-30,PROD_00158,STORE_018,495,80,5
2025-12-30,PROD_00239,STORE_001,284,31,12
2025-12-30,PROD_00239,STORE_002,156,71,4
2025-12-30,PROD_00239,STORE_003,271,48,5
2025-12-30,PROD_00239,STORE_004,233,44,13
2025-12-30,PROD_00239,STORE_005,91,46,14
2025-12-30,PROD_00239,STORE_006,414,23,12
2025-12-30,PROD_00239,STORE_007,372,48,7
2025-12-30,PROD_00239,STORE_008,225,61,10
2025-12-30,PROD_00239,STORE_009,215,30,12
2025-12-30,PROD_00239,STORE_010,485,35,9
2025-12-30,PROD_00239,STORE_011,161,74,6
2025-12-30,PROD_00239,STORE_012,110,72,6
2025-12-30,PROD_00239,STORE_013,389,43,9
