order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD_0004673,2025-12-25 09:52:57,PROD_00068,STORE_006,1,75.08,30.0,Refunded,0
ORD_0015492,2025-09-13 16:21:50,PROD_00043,STORE_015,1,147.08,15.0,Paid,0
ORD_0028491,2025-11-24 17:46:49,PROD_00119,STORE_012,1,3564.83,25.0,Failed,0
ORD_0004580,2025-12-14 07:41:30,PROD_00161,STORE_010,2,638.97,30.0,Paid,0
ORD_0009104,2025-12-04 11:53:10,PROD_00250,STORE_005,1,731.87,5.0,Paid,0
ORD_0022315,2025-11-01 13:48:30,PROD_00098,STORE_012,1,996.47,15.0,Paid,0
ORD_0030133,2025-11-08 23:43:49,PROD_00289,STORE_008,1,20.37,5.0,Paid,0
ORD_0015098,2025-10-22 03:04:26,PROD_00257,STORE_014,1,241.87,0.0,Paid,0
ORD_0020654,2025-10-24 22:26:49,PROD_00288,STORE_003,2,390.52,5.0,Paid,0
ORD_0007175,2025-10-03 00:43:54,PROD_00037,STORE_018,1,107.06,30.0,Paid,0
ORD_0004731,2025-10-06 00:30:05,PROD_00082,STORE_006,2,104.73,15.0,Paid,1
ORD_0016072,2026-01-03 05:51:10,PROD_00107,STORE_015,1,1677.79,20.0,Paid,0
ORD_0019870,2025-11-20 02:00:04,PROD_00268,STORE_018,1,24.14,15.0,Paid,0
ORD_0000274,2026-01-03 23:03:48,PROD_00113,STORE_013,1,2648.47,10.0,Paid,0
ORD_0023918,2025-11-29 03:53:57,PROD_00009,STORE_018,3,1669.56,0.0,Refunded,0
ORD_0025157,2025-10-01 10:49:22,PROD_00123,STORE_008,2,100.16,15.0,Paid,0
ORD_0033754,2025-12-01 20:45:43,PROD_00175,STORE_018,5,685.27,0.0,Paid,0
ORD_0021215,2025-10-14 02:22:13,PROD_00221,STORE_010,1,13210.2,10.0,Refunded,0
ORD_0005200,2025-12-21 13:17:02,PROD_00254,STORE_002,1,300.13,20.0,Paid,0
ORD_0028372,2025-11-21 02:27:59,PROD_00141,STORE_004,1,27.1,5.0,Paid,0
ORD_0004985,2025-12-07 11:19:19,PROD_00074,STORE_004,2,3338.25,10.0,Paid,0
ORD_0001663,2025-09-14 04:32:51,PROD_00226,STORE_014,2,259.27,20.0,Paid,0
ORD_0018093,2025-11-06 03:39:38,PROD_00053,STORE_009,2,912.8,0.0,Paid,0
ORD_0009164,2025-10-28 01:30:00,PROD_00135,STORE_008,1,127.56,10.0,Paid,0
ORD_0028283,2026-01-04 12:40:12,PROD_00053,STORE_001,1,775.88,15.0,Paid,0
ORD_0016462,2025-09-08 00:42:48,PROD_00175,STORE_018,1,685.27,,Paid,0
ORD_0009901,2026-01-06 12:17:08,PROD_00191,STORE_005,3,2328.62,20.0,Paid,0
ORD_0031860,2025-11-21 23:11:41,PROD_00115,STORE_001,1,134.51,25.0,Paid,0
ORD_0002009,2025-09-09 23:51:21,PROD_00037,STORE_005,3,107.06,30.0,Failed,0
ORD_0025863,2025-11-28 04:16:44,PROD_00045,STORE_018,1,3856.34,5.0,Paid,0
ORD_0033650,2025-12-31 06:05:42,PROD_00122,STORE_007,2,406.22,30.0,Paid,0
ORD_0016169,2025-11-02 19:27:33,PROD_00178,STORE_003,2,1953.7,0.0,Paid,0
ORD_0022796,2025-09-22 01:08:06,PROD_00236,STORE_017,2,3573.83,10.0,Paid,0
ORD_0018138,2025-11-04 08:36:58,PROD_00071,STORE_012,2,959.97,15.0,Failed,0
ORD_0000735,2025-09-13 12:42:12,PROD_00154,STORE_013,2,4743.19,0.0,Paid,0
ORD_0026383,2025-12-07 13:08:20,PROD_00120,STORE_005,1,233.02,0.0,Paid,0
ORD_0013518,2025-10-16 19:42:04,PROD_00208,STORE_012,1,120.59,25.0,Paid,0
ORD_0009977,2025-12-15 17:56:28,PROD_00244,STORE_002,1,1605.75,0.0,Paid,0
ORD_0017572,2025-11-02 14:21:01,PROD_00025,STORE_010,1,232.78,10.0,Paid,0
ORD_0011286,2025-11-11 10:56:00,PROD_00101,STORE_016,1,2450.57,0.0,Refunded,0
ORD_0029000,2025-11-06 09:35:57,PROD_00239,STORE_008,5,2311.93,10.0,Failed,0
ORD_0033803,2025-10-02 03:39:24,PROD_00250,STORE_009,2,770.39,0.0,Paid,0
ORD_0034582,2025-11-18 14:40:12,PROD_00231,STORE_016,1,3559.76,10.0,Paid,0
ORD_0010954,2025-10-13 00:20:19,PROD_00278,STORE_012,1,146.84,0.0,Paid,0
ORD_0022628,2025-10-07 06:26:33,PROD_00036,STORE_012,2,540.22,0.0,Paid,0
ORD_0024099,2025-12-23 23:47:11,PROD_00151,STORE_014,2,859.21,0.0,Paid,0
ORD_0021610,2025-11-09 20:44:34,PROD_00079,STORE_015,2,1274.43,30.0,Paid,0
ORD_0001299,2025-09-29 07:02:34,PROD_00122,STORE_010,1,580.32,0.0,Paid,0
ORD_0022886,2025-12-01 07:53:54,PROD_00260,STORE_008,1,415.49,10.0,Paid,0
ORD_0025154,2026-01-03 21:25:14,PROD_00124,STORE_007,1,2402.24,15.0,Paid,0
ORD_0005342,2025-10-13 18:00:52,PROD_00285,STORE_003,1,159.17,20.0,Paid,1
ORD_0015010,2025-12-02 07:11:05,PROD_00136,STORE_015,2,359.97,10.0,Paid,0
ORD_0010355,2025-11-28 04:26:38,PROD_00233,STORE_017,1,394.81,25.0,Failed,0
ORD_0006957,NULL,PROD_00077,STORE_010,1,557.0,0.0,Failed,0
ORD_0011891,2026-01-04 16:16:41,PROD_00200,STORE_018,2,2822.92,10.0,Paid,0
ORD_0003287,2025-11-01 14:29:09,PROD_00019,STORE_012,1,53.09,0.0,Failed,0
ORD_0031754,2025-09-13 20:34:58,PROD_00026,STORE_012,2,472.8,15.0,Paid,0
ORD_0031075,2025-12-20 12:05:36,PROD_00044,STORE_007,1,962.24,25.0,Paid,0
ORD_0006268,invalid_date,PROD_00228,STORE_015,1,174.65,10.0,Paid,0
ORD_0017039,2025-09-30 06:07:37,PROD_00104,STORE_005,1,508.86,0.0,Paid,0
ORD_0032475,2025-09-22 21:11:34,PROD_00220,STORE_003,2,116.1,15.0,Paid,0
ORD_0016748,2025-10-27 00:30:08,PROD_00093,STORE_007,1,1044.4499999999998,25.0,Paid,0
ORD_0027665,2025-12-26 13:47:39,PROD_00074,STORE_017,3,3523.71,5.0,Paid,0
ORD_0004406,2025-12-04 12:33:54,PROD_00179,STORE_014,1,142.56,0.0,Paid,0
ORD_0022765,2025-10-04 02:24:43,PROD_00193,STORE_010,1,136.5,0.0,Paid,0
ORD_0025634,2025-12-11 01:59:22,PROD_00270,STORE_003,1,734.17,0.0,Paid,0
ORD_0002975,2025-11-26 08:44:22,PROD_00092,STORE_011,2,1331.35,0.0,Paid,0
ORD_0015108,2025-09-19 10:14:39,PROD_00047,STORE_005,1,639.3,0.0,Paid,0
ORD_0012239,2025-09-17 08:18:54,PROD_00013,STORE_007,2,1274.01,10.0,Paid,0
ORD_0030579,2025-09-18 14:39:05,PROD_00227,STORE_014,2,125.64,10.0,Paid,0
ORD_0028267,2025-11-22 20:41:25,PROD_00152,STORE_015,1,562.54,10.0,Paid,0
ORD_0017596,2025-11-07 10:01:31,PROD_00164,STORE_018,1,987.3,0.0,Paid,0
ORD_0020386,2025-10-28 13:10:34,PROD_00285,STORE_016,1,198.96,0.0,Paid,0
ORD_0025867,2026-01-04 05:50:44,PROD_00239,STORE_005,2,1926.61,25.0,Paid,0
ORD_0006886,2025-09-12 02:00:08,PROD_00207,STORE_008,1,4333.92,5.0,Paid,0
ORD_0000041,2025-10-18 20:04:28,PROD_00239,STORE_017,2,2311.93,10.0,Paid,0
ORD_0005307,2025-10-21 04:26:29,PROD_00072,STORE_002,1,320.12,5.0,Paid,0
ORD_0021280,2025-10-13 02:32:39,PROD_00009,STORE_013,2,1502.6,10.0,Paid,0
ORD_0011808,2025-11-06 21:18:51,PROD_00280,STORE_002,1,271.05,30.0,Failed,0
ORD_0019246,2025-11-18 08:12:47,PROD_00074,STORE_008,1,2967.34,20.0,Paid,0
ORD_0021349,2025-09-20 10:05:45,PROD_00072,STORE_004,2,336.97,0.0,Paid,0
ORD_0033391,2026-01-02 11:00:54,PROD_00038,STORE_007,1,447.2,0.0,Paid,0
ORD_0003221,2026-01-04 20:27:04,PROD_00180,STORE_003,1,1386.66,0.0,Paid,1
ORD_0007531,2025-11-30 15:48:57,PROD_00158,STORE_005,1,1665.78,10.0,Paid,1
ORD_0004541,2025-11-27 12:03:00,PROD_00085,STORE_005,1,17.71,5.0,Paid,1
ORD_0003887,2025-11-25 16:08:05,PROD_00150,STORE_015,1,919.62,25.0,Paid,0
ORD_0022963,2025-09-11 15:21:14,PROD_00198,STORE_008,1,14.35,10.0,Paid,0
ORD_0008971,2025-10-24 01:25:32,PROD_00061,STORE_012,1,1238.89,0.0,Paid,0
ORD_0006485,2025-10-01 01:28:38,PROD_00123,STORE_016,1,106.06,10.0,Paid,0
ORD_0008659,2025-10-12 20:14:04,PROD_00032,STORE_007,1,1006.64,0.0,Paid,0
ORD_0026984,2025-10-14 05:23:24,PROD_00184,STORE_014,2,1152.81,15.0,Paid,0
ORD_0019953,2025-12-31 04:45:34,PROD_00069,STORE_009,1,1197.15,5.0,Paid,0
ORD_0033740,2026-01-03 13:15:12,PROD_00177,STORE_011,1,556.73,0.0,Paid,0
ORD_0034853,2025-09-09 15:33:03,PROD_00099,STORE_018,1,1432.67,15.0,Paid,0
ORD_0007110,2025-09-11 05:34:45,PROD_00143,STORE_010,1,113.97,5.0,Paid,0
ORD_0014471,2025-11-23 01:23:41,PROD_00109,STORE_013,1,2437.2,0.0,Paid,0
ORD_0009832,2025-12-02 12:51:56,PROD_00078,STORE_008,1,906.35,10.0,Paid,0
ORD_0015809,2025-11-27 15:11:09,PROD_00077,STORE_018,1,529.15,5.0,Paid,1
ORD_0031540,2025-09-21 16:45:37,PROD_00051,STORE_015,1,3388.57,10.0,Paid,0
ORD_0000201,2025-10-13 20:08:44,PROD_00068,STORE_008,1,107.26,0.0,Failed,0
ORD_0031062,2026-01-02 14:01:43,PROD_00296,STORE_007,2,498.89,0.0,Paid,0
ORD_0006396,2025-12-07 19:56:33,PROD_00033,STORE_002,1,345.2,30.0,Paid,0
ORD_0020450,2025-10-02 09:03:16,PROD_00183,STORE_009,3,56.9,10.0,Paid,0
ORD_0010553,2025-11-10 11:14:29,PROD_00110,STORE_015,1,1547.09,5.0,Paid,0
ORD_0027894,2025-11-17 22:19:55,PROD_00135,STORE_001,1,127.56,10.0,Paid,0
ORD_0034898,2025-11-30 10:31:05,PROD_00115,STORE_007,1,170.38,5.0,Failed,0
ORD_0006317,2025-10-08 00:55:56,PROD_00219,STORE_007,1,387.69,30.0,Paid,1
ORD_0029491,2025-09-24 17:29:02,PROD_00074,STORE_018,2,3709.17,0.0,Paid,0
ORD_0011839,2025-12-01 03:55:33,PROD_00228,STORE_002,1,194.06,0.0,Paid,0
ORD_0006247,2025-10-05 22:52:06,PROD_00109,STORE_005,1,2071.62,15.0,Paid,0
ORD_0019416,2025-11-06 02:56:13,PROD_00187,STORE_002,1,3374.15,10.0,Paid,0
ORD_0031608,2026-01-05 18:54:56,PROD_00270,STORE_008,2,734.17,0.0,Paid,0
ORD_0003050,2025-11-17 11:26:55,PROD_00122,STORE_001,1,580.32,0.0,Failed,0
ORD_0028425,2025-12-13 11:01:32,PROD_00157,STORE_006,1,1021.34,5.0,Paid,0
ORD_0028152,2025-11-11 18:17:45,PROD_00153,STORE_004,1,95.81,20.0,Paid,0
ORD_0013534,2025-12-28 19:52:32,PROD_00170,STORE_017,100,112.22,20.0,Paid,0
ORD_0011473,2025-12-18 05:57:34,PROD_00279,STORE_003,1,262.34,0.0,Failed,0
ORD_0000071,2025-09-27 13:44:13,PROD_00211,STORE_017,4,451.86,,Paid,0
ORD_0012990,2025-11-02 07:42:45,PROD_00042,STORE_017,2,1476.72,25.0,Paid,0
ORD_0006664,2025-12-23 14:58:17,PROD_00028,STORE_017,1,25.55,30.0,Paid,0
ORD_0027739,2025-12-25 18:29:33,PROD_00196,STORE_005,1,509.44,25.0,Refunded,0
ORD_0008189,2025-09-15 00:13:42,PROD_00141,STORE_002,1,19.97,30.0,Paid,0
ORD_0034924,2025-10-20 04:08:53,PROD_00193,STORE_007,1,116.02,15.0,Paid,0
ORD_0008979,2025-09-25 02:58:39,PROD_00267,STORE_017,1,1278.65,10.0,Refunded,0
ORD_0013165,2025-09-23 14:09:14,PROD_00193,STORE_003,1,129.67,5.0,Paid,0
ORD_0003161,2025-09-12 19:21:49,PROD_00122,STORE_013,1,493.27,15.0,Paid,0
ORD_0004593,2025-12-01 02:16:44,PROD_00041,STORE_008,2,1159.23,10.0,Paid,0
ORD_0022089,2025-10-13 06:34:57,PROD_00078,STORE_010,3,906.35,10.0,Paid,0
ORD_0033793,2025-12-04 06:56:32,PROD_00240,STORE_018,1,631.2,0.0,Paid,1
ORD_0031076,2025-10-23 11:06:22,PROD_00088,STORE_009,2,560.7,15.0,Paid,0
ORD_0022136,2025-10-26 11:33:25,PROD_00219,STORE_015,1,470.76,15.0,Refunded,0
ORD_0032106,2025-11-05 06:55:36,PROD_00157,STORE_004,1,860.07,20.0,Failed,0
ORD_0007681,2025-09-23 11:31:34,PROD_00233,STORE_005,3,500.09,5.0,Paid,0
ORD_0001808,2025-11-28 10:17:34,PROD_00190,STORE_015,1,1432.86,10.0,Paid,0
ORD_0032850,2025-10-09 12:42:21,PROD_00174,STORE_010,1,1208.57,10.0,Paid,0
ORD_0017990,2025-12-12 19:47:25,PROD_00097,STORE_015,3,851.09,15.0,Paid,0
ORD_0016333,2025-11-02 12:05:11,PROD_00284,STORE_004,1,13.56,15.0,Paid,0
ORD_0017664,2025-12-12 09:53:16,PROD_00147,STORE_009,1,2621.62,10.0,Failed,0
ORD_0000280,2025-12-07 04:49:07,PROD_00270,STORE_012,2,734.17,0.0,Paid,0
ORD_0030585,2025-12-23 17:21:24,PROD_00041,STORE_008,2,1030.42,20.0,Paid,0
ORD_0030953,2025-12-04 20:11:13,PROD_00287,STORE_001,2,4554.34,0.0,Paid,0
ORD_0022841,2025-11-11 17:25:57,PROD_00228,STORE_010,1,174.65,10.0,Paid,0
ORD_0013954,2026-01-06 00:05:31,PROD_00137,STORE_018,1,690.59,30.0,Paid,0
ORD_0001816,2025-09-15 16:23:01,PROD_00290,STORE_014,2,1982.33,0.0,Paid,0
ORD_0010701,2025-12-24 07:46:17,PROD_00206,STORE_015,1,83.0,0.0,Paid,0
ORD_0015544,2025-11-05 10:53:27,PROD_00083,STORE_013,4,153.08,30.0,Paid,0
ORD_0005156,not_a_time,PROD_00115,STORE_006,4,179.35,0.0,Paid,0
ORD_0023656,2025-12-27 08:33:43,PROD_00297,STORE_017,1,986.74,0.0,Paid,0
ORD_0017685,2025-10-30 17:18:43,PROD_00014,STORE_008,1,815.18,25.0,Failed,0
ORD_0000097,2025-12-13 17:51:42,PROD_00112,STORE_008,3,96.2,30.0,Paid,0
ORD_0025300,2025-12-14 04:27:51,PROD_00220,STORE_014,2,102.44,25.0,Failed,0
ORD_0006527,2025-09-23 04:01:52,PROD_00231,STORE_006,5,3955.29,0.0,Paid,0
ORD_0013191,2025-09-19 14:28:38,PROD_00048,STORE_017,1,1761.27,10.0,Paid,1
ORD_0002953,2025-09-27 19:50:14,PROD_00005,STORE_005,1,856.23,0.0,Paid,0
ORD_0001488,2025-12-05 10:32:59,PROD_00184,STORE_015,1,1220.62,10.0,Paid,0
ORD_0025297,2025-10-30 15:19:51,PROD_00117,STORE_008,1,2258.72,10.0,Paid,0
ORD_0026887,2025-11-08 03:51:30,PROD_00164,STORE_010,2,691.11,30.0,Paid,0
ORD_0032687,2025-09-27 11:26:41,PROD_00001,STORE_003,2,66.77,25.0,Paid,0
ORD_0024087,2025-11-08 09:49:56,PROD_00077,STORE_012,1,501.3,10.0,Paid,0
ORD_0033729,2025-11-12 08:49:29,PROD_00166,STORE_002,1,426.18,25.0,Failed,0
ORD_0021489,2025-12-05 07:52:20,PROD_00216,STORE_005,2,3415.81,10.0,Paid,0
ORD_0034544,2025-10-01 23:32:41,PROD_00048,STORE_012,1,1956.97,0.0,Paid,0
ORD_0005755,2025-12-08 00:05:31,PROD_00084,STORE_015,1,581.16,0.0,Paid,0
ORD_0003793,2025-12-06 23:21:27,PROD_00232,STORE_012,1,62.49,15.0,Paid,0
ORD_0017519,2025-10-03 04:50:30,PROD_00023,STORE_016,1,2988.48,0.0,Paid,0
ORD_0019432,2025-09-23 20:37:14,PROD_00108,STORE_017,1,584.0,5.0,Paid,0
ORD_0021514,2025-12-15 01:44:00,PROD_00078,STORE_001,1,855.99,15.0,Paid,1
ORD_0030035,2025-09-19 09:54:21,PROD_00136,STORE_003,1,299.98,25.0,Paid,0
ORD_0013374,2025-12-30 02:24:09,PROD_00240,STORE_016,1,631.2,0.0,Refunded,0
ORD_0006632,2025-10-12 07:21:34,PROD_00022,STORE_009,2,1273.98,20.0,Paid,0
ORD_0010013,2025-09-11 08:54:32,PROD_00293,STORE_012,1,113.8,0.0,Paid,0
ORD_0024229,2025-10-31 12:25:18,PROD_00191,STORE_016,1,2765.23,5.0,Refunded,0
ORD_0005839,2025-10-10 21:55:37,PROD_00289,STORE_002,1,21.44,,Paid,0
ORD_0016049,2025-09-09 01:51:17,PROD_00005,STORE_018,1,770.61,10.0,Paid,0
ORD_0002175,2025-12-19 00:24:36,PROD_00177,STORE_012,2,473.22,15.0,Paid,1
ORD_0027205,2025-12-06 14:21:03,PROD_00093,STORE_011,1,69.63,25.0,Paid,0
ORD_0027150,2025-10-25 23:48:07,PROD_00176,STORE_014,1,1204.99,25.0,Paid,0
ORD_0021860,2025-12-27 05:15:18,PROD_00175,STORE_008,1,685.27,0.0,Paid,0
ORD_0010599,###ERROR###,PROD_00234,STORE_011,2,4306.19,0.0,Paid,0
ORD_0013116,2025-10-08 05:30:30,PROD_00025,STORE_007,2,219.84,15.0,Paid,0
ORD_0007092,2025-12-25 11:16:25,PROD_00009,STORE_013,2,1252.17,25.0,Paid,0
ORD_0000062,2025-10-25 10:35:23,PROD_00074,STORE_007,1,2596.42,30.0,Paid,0
ORD_0021916,2025-11-03 00:08:04,PROD_00148,STORE_003,2,353.68,15.0,Paid,0
ORD_0026267,2025-12-31 15:09:25,PROD_00182,STORE_005,1,2524.25,,Refunded,0
ORD_0025383,2025-12-22 08:51:34,PROD_00282,STORE_008,1,1776.24,10.0,Paid,0
ORD_0002096,2025-11-20 04:52:50,PROD_00106,STORE_013,2,385.33,0.0,Failed,0
ORD_0027627,2025-12-07 04:05:33,PROD_00160,STORE_011,5,1820.49,0.0,Paid,0
ORD_0021652,2025-09-22 18:36:19,PROD_00161,STORE_016,2,775.89,15.0,Paid,0
ORD_0023697,2025-12-18 03:07:31,PROD_00233,STORE_013,2,447.45,15.0,Paid,0
ORD_0028679,2025-09-27 18:17:39,PROD_00088,STORE_001,1,461.75,30.0,Paid,0
ORD_0023872,2025-12-24 02:55:00,PROD_00037,STORE_007,1,130.0,15.0,Paid,0
ORD_0022553,2025-10-11 01:00:44,PROD_00040,STORE_002,1,854.61,30.0,Paid,0
ORD_0029902,2025-09-29 06:41:54,PROD_00037,STORE_009,1,137.65,10.0,Paid,0
ORD_0017225,2025-12-18 19:34:54,PROD_00071,STORE_015,1,1072.91,5.0,Paid,0
ORD_0008635,2025-09-18 16:03:03,PROD_00074,STORE_003,1,3338.25,10.0,Paid,0
ORD_0012140,2025-10-17 10:32:44,PROD_00018,STORE_017,1,623.67,0.0,Paid,1
ORD_0029749,2025-11-02 10:44:13,PROD_00101,STORE_018,5,1715.4,30.0,Paid,0
ORD_0004347,2025-10-07 11:49:40,PROD_00224,STORE_012,1,242.35,25.0,Paid,0
ORD_0019216,2025-11-10 04:41:09,PROD_00070,STORE_006,1,447.27,10.0,Paid,0
ORD_0002745,2025-12-27 14:03:52,PROD_00292,STORE_005,1,135.51,5.0,Failed,0
ORD_0006437,2025-11-08 03:20:55,PROD_00059,STORE_003,1,414.59,0.0,Paid,0
ORD_0012618,2026-01-04 23:16:25,PROD_00053,STORE_004,3,775.88,15.0,Paid,1
ORD_0019607,2026-01-06 03:58:35,PROD_00132,STORE_015,1,340.84,25.0,Paid,0
ORD_0025405,2025-12-17 05:55:40,PROD_00288,STORE_002,1,349.41,15.0,Paid,0
ORD_0007882,2025-11-26 11:25:59,PROD_00180,STORE_013,1,1386.66,0.0,Paid,0
ORD_0026529,2025-11-11 07:58:15,PROD_00165,STORE_014,1,1381.29,20.0,Paid,0
ORD_0001289,2025-09-17 17:39:21,PROD_00155,STORE_016,4,330.44,,Paid,0
ORD_0008414,2025-12-07 17:06:22,PROD_00151,STORE_011,1,773.29,10.0,Paid,0
ORD_0016769,2025-11-11 13:05:51,PROD_00174,STORE_014,1,1208.57,10.0,Paid,0
ORD_0032518,2025-10-14 09:23:55,PROD_00269,STORE_014,2,657.79,20.0,Paid,0
ORD_0016358,2025-10-31 15:38:33,PROD_00268,STORE_014,1,21.3,25.0,Paid,0
ORD_0023991,2025-11-08 23:18:28,PROD_00075,STORE_015,1,1036.5,30.0,Paid,0
ORD_0017203,2025-12-03 15:37:44,PROD_00215,STORE_004,1,1910.19,15.0,Paid,0
ORD_0033291,2025-10-19 10:20:51,PROD_00052,STORE_018,2,369.14,15.0,Paid,0
ORD_0027726,2025-09-08 06:18:12,PROD_00280,STORE_018,1,387.21,,Paid,0
ORD_0033763,2025-09-13 01:21:29,PROD_00002,STORE_002,2,956.43,30.0,Paid,0
ORD_0004772,2025-12-15 02:51:50,PROD_00235,STORE_010,1,27.32,,Paid,0
ORD_0033508,2025-10-02 08:39:33,PROD_00274,STORE_008,1,2347.46,15.0,Failed,0
ORD_0028519,2025-12-06 08:03:03,PROD_00019,STORE_013,1,45.13,15.0,Paid,0
ORD_0004144,2025-12-23 19:50:14,PROD_00157,STORE_005,1,967.58,10.0,Paid,0
ORD_0020808,2025-12-01 06:44:34,PROD_00061,STORE_005,1,1238.89,0.0,Paid,0
ORD_0032909,2025-11-07 03:06:10,PROD_00235,STORE_009,1,35.13,10.0,Paid,0
ORD_0032618,2025-10-07 16:21:30,PROD_00129,STORE_015,1,178.86,,Paid,0
ORD_0021223,2025-11-24 15:09:26,PROD_00171,STORE_005,1,356.02,5.0,Failed,0
